index,continent,output,output_clean
85,2,"{
  ""tags"": [
    ""Cholinergic Interneurons"",
    ""Synaptic Plasticity"",
    ""Extinction Learning"",
    ""Cocaine-Context Association""
  ]
}","{
  ""tags"": [
    ""Cholinergic Interneurons"",
    ""Synaptic Plasticity"",
    ""Extinction Learning"",
    ""Cocaine-Context Association""
  ]
}"
86,2,"{
  ""tags"": [
    ""monkey pedunculopontine tegmental nucleus"",
    ""reward and behavioral factors"",
    ""tonic activity"",
    ""saccade tasks"",
    ""reinforcement learning""
  ]
}","{
  ""tags"": [
    ""monkey pedunculopontine tegmental nucleus"",
    ""reward and behavioral factors"",
    ""tonic activity"",
    ""saccade tasks"",
    ""reinforcement learning""
  ]
}"
87,2,"{
  ""tags"": [
    ""Acute Stress"",
    ""Dopamine Signaling"",
    ""Ventral Lateral Striatum"",
    ""Associative Learning""
  ]
}","{
  ""tags"": [
    ""Acute Stress"",
    ""Dopamine Signaling"",
    ""Ventral Lateral Striatum"",
    ""Associative Learning""
  ]
}"
88,2,"{
  ""tags"": [
    ""anterior cingulate cortex"",
    ""nucleus accumbens"",
    ""limbic cortical-ventral striatopallidal systems"",
    ""reward-related learning""
  ]
}","{
  ""tags"": [
    ""anterior cingulate cortex"",
    ""nucleus accumbens"",
    ""limbic cortical-ventral striatopallidal systems"",
    ""reward-related learning""
  ]
}"
89,2,"{
  ""tags"": [
    ""Neuroprotection"",
    ""HIV"",
    ""Pediatric"",
    ""Neurocognitive"",
    ""Therapeutic"",
    ""Efficacy"",
    ""HIV-1"",
    ""Transgenic"",
    ""Rats"",
    ""Sex"",
    ""Neurocognitive"",
    ""Deficits"",
    ""Operant"",
    ""Hormones"",
    ""Neurorestoration"",
    ""Signal"",
    ""Detection"",
    ""Operant"",
    ""Therapeutic"",
    ""Efficacy"",
    ""Neurocognitive"",
    ""HIV-1"",
    ""Therapeutic"",
    ""Efficacy"",
    ""Neurocognitive","{
  ""tags"": [
    ""Neuroprotection"",
    ""HIV"",
    ""Pediatric"",
    ""Neurocognitive"",
    ""Therapeutic"",
    ""Efficacy"",
    ""HIV-1"",
    ""Transgenic"",
    ""Rats"",
    ""Sex"",
    ""Neurocognitive"",
    ""Deficits"",
    ""Operant"",
    ""Hormones"",
    ""Neurorestoration"",
    ""Signal"",
    ""Detection"",
    ""Operant"",
    ""Therapeutic"",
    ""Efficacy"",
    ""Neurocognitive"",
    ""HIV-1"",
    ""Therapeutic"",
    ""Efficacy"",
    ""Neurocognitive"" ] }"
90,2,"{
  ""tags"": [
    ""Stimulus-Based Probabilistic Reversal Learning"",
    ""Behavioral Flexibility"",
    ""Reward Probability"",
    ""Probabilistic Reversal Learning"",
    ""Discrimination Learning""
  ]
}","{
  ""tags"": [
    ""Stimulus-Based Probabilistic Reversal Learning"",
    ""Behavioral Flexibility"",
    ""Reward Probability"",
    ""Probabilistic Reversal Learning"",
    ""Discrimination Learning""
  ]
}"
91,2,"{
  ""tags"": [
    ""ventral striatum"",
    ""reward prediction"",
    ""temporal difference learning"",
    ""dopaminergic neurons""
  ]
}","{
  ""tags"": [
    ""ventral striatum"",
    ""reward prediction"",
    ""temporal difference learning"",
    ""dopaminergic neurons""
  ]
}"
92,2,"{
  ""tags"": [
    ""melanin-concentrating hormone"",
    ""reward learning"",
    ""conditioned reinforcement"",
    ""Pavlovian-instrumental transfer""
  ]
}","{
  ""tags"": [
    ""melanin-concentrating hormone"",
    ""reward learning"",
    ""conditioned reinforcement"",
    ""Pavlovian-instrumental transfer""
  ]
}"
93,2,"{
  ""tags"": [
    ""object-finding"",
    ""reward-based"",
    ""neural-differentiation"",
    ""search-mechanism""
  ]
}","{
  ""tags"": [
    ""object-finding"",
    ""reward-based"",
    ""neural-differentiation"",
    ""search-mechanism""
  ]
}"
94,2,"{
  ""tags"": [
    ""Adolescent Brain Development"",
    ""Decision-Making"",
    ""Neuroimaging"",
    ""Reinforcement Learning"",
    ""Adolescent Cognitive Development""
  ]
}","{
  ""tags"": [
    ""Adolescent Brain Development"",
    ""Decision-Making"",
    ""Neuroimaging"",
    ""Reinforcement Learning"",
    ""Adolescent Cognitive Development""
  ]
}"
95,2,"{
  ""tags"": [
    ""ErbB signaling"",
    ""Adolescent development"",
    ""Reward system"",
    ""Dopamine levels""
  ]
}","{
  ""tags"": [
    ""ErbB signaling"",
    ""Adolescent development"",
    ""Reward system"",
    ""Dopamine levels""
  ]
}"
96,2,"{
  ""tags"": [
    ""mesencephalic dopamine systems"",
    ""predictive Hebbian learning"",
    ""neural error prediction"",
    ""dopamine release and synaptic plasticity""
  ]
}","{
  ""tags"": [
    ""mesencephalic dopamine systems"",
    ""predictive Hebbian learning"",
    ""neural error prediction"",
    ""dopamine release and synaptic plasticity""
  ]
}"
97,2,"{
  ""tags"": [
    ""Nicotine and Varenicline"",
    ""Reward-Based Choice Strategy"",
    ""Decision-Making"",
    ""Methamphetamine Treatment"",
    ""Neuropsychiatric Disorders""
  ]
}","{
  ""tags"": [
    ""Nicotine and Varenicline"",
    ""Reward-Based Choice Strategy"",
    ""Decision-Making"",
    ""Methamphetamine Treatment"",
    ""Neuropsychiatric Disorders""
  ]
}"
98,2,"{
  ""tags"": [
    ""Phosphodiesterase 10A"",
    ""Striatal signaling"",
    ""Evaluative salience attribution"",
    ""Reward learning""
  ]
}","{
  ""tags"": [
    ""Phosphodiesterase 10A"",
    ""Striatal signaling"",
    ""Evaluative salience attribution"",
    ""Reward learning""
  ]
}"
99,2,"{
  ""tags"": [
    ""Anterior Cingulate Cortex"",
    ""Information Choices"",
    ""Reward Prediction"",
    ""Decision-Making"",
    ""Optical Inhibition""
  ]
}","{
  ""tags"": [
    ""Anterior Cingulate Cortex"",
    ""Information Choices"",
    ""Reward Prediction"",
    ""Decision-Making"",
    ""Optical Inhibition""
  ]
}"
100,3,"{
  ""tags"": [
    ""Reward Influences Masked Free-Choice Priming"",
    ""Attention Modulation of Masked Priming"",
    ""Reward Learning and Masked Priming"",
    ""Attentional Control and Reward""
  ]
}","{
  ""tags"": [
    ""Reward Influences Masked Free-Choice Priming"",
    ""Attention Modulation of Masked Priming"",
    ""Reward Learning and Masked Priming"",
    ""Attentional Control and Reward""
  ]
}"
101,3,"{
  ""tags"": [
    ""Reward-Based Attention"",
    ""Spatial Priority Maps"",
    ""Behavioral Reinforcement"",
    ""Attentional Learning""
  ]
}","{
  ""tags"": [
    ""Reward-Based Attention"",
    ""Spatial Priority Maps"",
    ""Behavioral Reinforcement"",
    ""Attentional Learning""
  ]
}"
102,3,"{
  ""tags"": [
    ""Attentional Capture"",
    ""Visual Attention"",
    ""Reward Cues"",
    ""Money Representation""
  ]
}","{
  ""tags"": [
    ""Attentional Capture"",
    ""Visual Attention"",
    ""Reward Cues"",
    ""Money Representation""
  ]
}"
103,3,"{
  ""tags"": [
    ""Attentional Selection"",
    ""Reward History"",
    ""Value-Driven Attention"",
    ""Attentional Capture""
  ]
}","{
  ""tags"": [
    ""Attentional Selection"",
    ""Reward History"",
    ""Value-Driven Attention"",
    ""Attentional Capture""
  ]
}"
104,3,"{
  ""tags"": [
    ""Inattentional Blindness"",
    ""Attentional Capture"",
    ""Reward Learning"",
    ""Perceptual Feature""
  ]
}","{
  ""tags"": [
    ""Inattentional Blindness"",
    ""Attentional Capture"",
    ""Reward Learning"",
    ""Perceptual Feature""
  ]
}"
105,3,"{
  ""tags"": [
    ""Value-driven attentional priority"",
    ""Attentional capture"",
    ""Reward-driven attention"",
    ""Context-dependent attention""
  ]
}","{
  ""tags"": [
    ""Value-driven attentional priority"",
    ""Attentional capture"",
    ""Reward-driven attention"",
    ""Context-dependent attention""
  ]
}"
106,3,"{
  ""tags"": [
    ""Social Reward"",
    ""Attentional Bias"",
    ""Positive Social Feedback"",
    ""Task-Specific Motivation""
  ]
}","{
  ""tags"": [
    ""Social Reward"",
    ""Attentional Bias"",
    ""Positive Social Feedback"",
    ""Task-Specific Motivation""
  ]
}"
107,3,"{
  ""tags"": [
    ""Attentional Prioritization"",
    ""Reward Modulation"",
    ""Parietal Cortex"",
    ""Reward-Based Decisions""
  ]
}","{
  ""tags"": [
    ""Attentional Prioritization"",
    ""Reward Modulation"",
    ""Parietal Cortex"",
    ""Reward-Based Decisions""
  ]
}"
108,3,"{
  ""tags"": [
    ""Value Learning"",
    ""Goal-Directed Actions"",
    ""Perceptual Response"",
    ""Attentional Resources""
  ]
}","{
  ""tags"": [
    ""Value Learning"",
    ""Goal-Directed Actions"",
    ""Perceptual Response"",
    ""Attentional Resources""
  ]
}"
109,3,"{
  ""tags"": [
    ""Value-Based Reversal Learning"",
    ""Attentional Prioritization"",
    ""ERP Components"",
    ""Feedback Processing"",
    ""Behavioral Adjustment""
  ]
}","{
  ""tags"": [
    ""Value-Based Reversal Learning"",
    ""Attentional Prioritization"",
    ""ERP Components"",
    ""Feedback Processing"",
    ""Behavioral Adjustment""
  ]
}"
110,3,"{
  ""tags"": [
    ""Risky Alcohol Use"",
    ""Value-Modulated Attention"",
    ""Stimulus-Reward Contingencies"",
    ""Attentional Capture""
  ]
}","{
  ""tags"": [
    ""Risky Alcohol Use"",
    ""Value-Modulated Attention"",
    ""Stimulus-Reward Contingencies"",
    ""Attentional Capture""
  ]
}"
111,3,"{
  ""tags"": [
    ""Biased Choice"",
    ""Incentive Salience"",
    ""Attentional Capture"",
    ""Reward Learning""
  ]
}","{
  ""tags"": [
    ""Biased Choice"",
    ""Incentive Salience"",
    ""Attentional Capture"",
    ""Reward Learning""
  ]
}"
112,3,"{
  ""tags"": [
    ""value learning"",
    ""affective valence"",
    ""motivational salience"",
    ""attentional blink"",
    ""memory formation""
  ]
}","{
  ""tags"": [
    ""value learning"",
    ""affective valence"",
    ""motivational salience"",
    ""attentional blink"",
    ""memory formation""
  ]
}"
113,3,"{
  ""tags"": [
    ""Task-irrelevant stimulus-reward association"",
    ""Value-driven attentional capture"",
    ""Reward learning"",
    ""Visual attention"",
    ""Flanker task""
  ]
}","{
  ""tags"": [
    ""Task-irrelevant stimulus-reward association"",
    ""Value-driven attentional capture"",
    ""Reward learning"",
    ""Visual attention"",
    ""Flanker task""
  ]
}"
114,3,"{
  ""tags"": [
    ""Value-based attention capture"",
    ""Differential effects of loss and gain contingencies"",
    ""Reward learning"",
    ""Attentional bias""
  ]
}","{
  ""tags"": [
    ""Value-based attention capture"",
    ""Differential effects of loss and gain contingencies"",
    ""Reward learning"",
    ""Attentional bias""
  ]
}"
115,3,"{
  ""tags"": [
    ""Value-based attentional capture"",
    ""Context-dependent decision-making"",
    ""Normative theories"",
    ""Value-based normalization""
  ]
}","{
  ""tags"": [
    ""Value-based attentional capture"",
    ""Context-dependent decision-making"",
    ""Normative theories"",
    ""Value-based normalization""
  ]
}"
116,3,"{
  ""tags"": [
    ""Attentional Biases"",
    ""Reward Effect"",
    ""Location- Reward Association"",
    ""Awareness and Attention""
  ]
}","{
  ""tags"": [
    ""Attentional Biases"",
    ""Reward Effect"",
    ""Location- Reward Association"",
    ""Awareness and Attention""
  ]
}"
117,3,"{
  ""tags"": [
    ""Attentional Selection"",
    ""Reward Learning"",
    ""Value-Based Mechanism"",
    ""Attentional Control""
  ]
}","{
  ""tags"": [
    ""Attentional Selection"",
    ""Reward Learning"",
    ""Value-Based Mechanism"",
    ""Attentional Control""
  ]
}"
118,3,"{
  ""tags"": [
    ""Attentional Bias"",
    ""Reward and Aversive Outcomes"",
    ""Motivational Salience"",
    ""Learning and Reinforcement""
  ]
}","{
  ""tags"": [
    ""Attentional Bias"",
    ""Reward and Aversive Outcomes"",
    ""Motivational Salience"",
    ""Learning and Reinforcement""
  ]
}"
119,3,"{
  ""tags"": [
    ""Reward Learning"",
    ""Saccades"",
    ""Visual Search"",
    ""Eye Movements"",
    ""Attention""
  ]
}","{
  ""tags"": [
    ""Reward Learning"",
    ""Saccades"",
    ""Visual Search"",
    ""Eye Movements"",
    ""Attention""
  ]
}"
120,3,"{
  ""tags"": [
    ""Attentional Capture"",
    ""Reward Processing"",
    ""Amygdala Lesions"",
    ""Innate Biological Value""
  ]
}","{
  ""tags"": [
    ""Attentional Capture"",
    ""Reward Processing"",
    ""Amygdala Lesions"",
    ""Innate Biological Value""
  ]
}"
121,3,"{
  ""tags"": [
    ""Cognitive Control"",
    ""Counterproductive Oculomotor Capture"",
    ""Reward-Related Stimuli"",
    ""Top-Down Control""
  ]
}","{
  ""tags"": [
    ""Cognitive Control"",
    ""Counterproductive Oculomotor Capture"",
    ""Reward-Related Stimuli"",
    ""Top-Down Control""
  ]
}"
122,3,"{
  ""tags"": [
    ""Cingulate neglect"",
    ""Reward learning"",
    ""Spatial attention"",
    ""Brain damage"",
    ""ACC lesion""
  ]
}","{
  ""tags"": [
    ""Cingulate neglect"",
    ""Reward learning"",
    ""Spatial attention"",
    ""Brain damage"",
    ""ACC lesion""
  ]
}"
123,3,"{
  ""tags"": [
    ""Perceptual Competition"",
    ""Reward Salience"",
    ""Visual Attention"",
    ""Neural Representation""
  ]
}","{
  ""tags"": [
    ""Perceptual Competition"",
    ""Reward Salience"",
    ""Visual Attention"",
    ""Neural Representation""
  ]
}"
124,3,"{
  ""tags"": [
    ""Attentional Vigilance"",
    ""Reward and Motivation"",
    ""Sustained Attention"",
    ""Reward Feedback""
  ]
}","{
  ""tags"": [
    ""Attentional Vigilance"",
    ""Reward and Motivation"",
    ""Sustained Attention"",
    ""Reward Feedback""
  ]
}"
125,3,"{
  ""tags"": [
    ""Reward Processing"",
    ""Value-Driven Attention"",
    ""Reward Learning"",
    ""Cue Identity"",
    ""Cue Location""
  ]
}","{
  ""tags"": [
    ""Reward Processing"",
    ""Value-Driven Attention"",
    ""Reward Learning"",
    ""Cue Identity"",
    ""Cue Location""
  ]
}"
126,3,"{
  ""tags"": [
    ""dopaminergic reward signals"",
    ""attentional bias"",
    ""positron emission tomography"",
    ""dopamine release"",
    ""reward-based attentional bias""
  ]
}","{
  ""tags"": [
    ""dopaminergic reward signals"",
    ""attentional bias"",
    ""positron emission tomography"",
    ""dopamine release"",
    ""reward-based attentional bias""
  ]
}"
127,3,"{
  ""tags"": [
    ""Food Preferences"",
    ""Attentional Weighting"",
    ""Reward Learning"",
    ""Flanker Task""
  ]
}","{
  ""tags"": [
    ""Food Preferences"",
    ""Attentional Weighting"",
    ""Reward Learning"",
    ""Flanker Task""
  ]
}"
128,3,"{
  ""tags"": [
    ""Pupil dilation"",
    ""Direct gaze"",
    ""Reward expectation"",
    ""Behavioral bias""
  ]
}","{
  ""tags"": [
    ""Pupil dilation"",
    ""Direct gaze"",
    ""Reward expectation"",
    ""Behavioral bias""
  ]
}"
129,3,"{
  ""tags"": [
    ""Value-Driven Attentional Capture"",
    ""Reward Modulation"",
    ""Action-Reward Interaction"",
    ""Visual Selection""
  ]
}","{
  ""tags"": [
    ""Value-Driven Attentional Capture"",
    ""Reward Modulation"",
    ""Action-Reward Interaction"",
    ""Visual Selection""
  ]
}"
130,3,"{
  ""tags"": [
    ""Stroop task"",
    ""motivated attention"",
    ""aversive motivation"",
    ""reward"",
    ""punishment aversion""
  ]
}","{
  ""tags"": [
    ""Stroop task"",
    ""motivated attention"",
    ""aversive motivation"",
    ""reward"",
    ""punishment aversion""
  ]
}"
131,3,"{
  ""tags"": [
    ""Reward-related attentional capture"",
    ""Cognitive inflexibility"",
    ""Compulsivity"",
    ""Impulsivity"",
    ""Neurocognitive processes""
  ]
}","{
  ""tags"": [
    ""Reward-related attentional capture"",
    ""Cognitive inflexibility"",
    ""Compulsivity"",
    ""Impulsivity"",
    ""Neurocognitive processes""
  ]
}"
132,3,"{
  ""tags"": [
    ""Attentional Suppression"",
    ""Reward-Directed"",
    ""Goal-Directed"",
    ""Stimulus-Reward Relationship""
  ]
}","{
  ""tags"": [
    ""Attentional Suppression"",
    ""Reward-Directed"",
    ""Goal-Directed"",
    ""Stimulus-Reward Relationship""
  ]
}"
133,3,"{
  ""tags"": [
    ""Social Comparison"",
    ""Reward-Driven Attention"",
    ""Attentional Capture"",
    ""Social Comparison Modulates""
  ]
}","{
  ""tags"": [
    ""Social Comparison"",
    ""Reward-Driven Attention"",
    ""Attentional Capture"",
    ""Social Comparison Modulates""
  ]
}"
134,3,"{
  ""tags"": [
    ""Reward"",
    ""Contextual Visual Features"",
    ""Cognitive Control"",
    ""Reward Modulation""
  ]
}","{
  ""tags"": [
    ""Reward"",
    ""Contextual Visual Features"",
    ""Cognitive Control"",
    ""Reward Modulation""
  ]
}"
135,3,"{
  ""tags"": [
    ""Attentional Selection"",
    ""Reinforcement Learning"",
    ""Feature-Based Attention"",
    ""Value-Independent Stickiness""
  ]
}","{
  ""tags"": [
    ""Attentional Selection"",
    ""Reinforcement Learning"",
    ""Feature-Based Attention"",
    ""Value-Independent Stickiness""
  ]
}"
136,3,"{
  ""tags"": [
    ""Reward Learning"",
    ""Consciousness and Reward"",
    ""Inter-ocular Suppression"",
    ""Attention and Reward""
  ]
}","{
  ""tags"": [
    ""Reward Learning"",
    ""Consciousness and Reward"",
    ""Inter-ocular Suppression"",
    ""Attention and Reward""
  ]
}"
137,3,"{
  ""tags"": [
    ""Pavlovian reward learning"",
    ""value-driven attentional capture"",
    ""attentional capture"",
    ""distractor effects"",
    ""task-irrelevant stimuli""
  ]
}","{
  ""tags"": [
    ""Pavlovian reward learning"",
    ""value-driven attentional capture"",
    ""attentional capture"",
    ""distractor effects"",
    ""task-irrelevant stimuli""
  ]
}"
138,3,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Associative Memory"",
    ""Retroactive Interference"",
    ""Reward Learning"",
    ""Reconsolidation Window""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Associative Memory"",
    ""Retroactive Interference"",
    ""Reward Learning"",
    ""Reconsolidation Window""
  ]
}"
139,3,"{
  ""tags"": [
    ""Reward-related attentional capture"",
    ""Addiction-related behaviors"",
    ""Obsessive-compulsive behaviors"",
    ""Compulsivity"",
    ""Transdiagnostic cognitive risk marker""
  ]
}","{
  ""tags"": [
    ""Reward-related attentional capture"",
    ""Addiction-related behaviors"",
    ""Obsessive-compulsive behaviors"",
    ""Compulsivity"",
    ""Transdiagnostic cognitive risk marker""
  ]
}"
140,3,"{
  ""tags"": [
    ""Decision Making"",
    ""Pattern Recognition"",
    ""Reward Maximization"",
    ""Eye Movements""
  ]
}","{
  ""tags"": [
    ""Decision Making"",
    ""Pattern Recognition"",
    ""Reward Maximization"",
    ""Eye Movements""
  ]
}"
141,3,"{
  ""tags"": [
    ""Attentional Capture"",
    ""Reward Learning"",
    ""Task-irrelevant Stimuli"",
    ""External Reward Structures""
  ]
}","{
  ""tags"": [
    ""Attentional Capture"",
    ""Reward Learning"",
    ""Task-irrelevant Stimuli"",
    ""External Reward Structures""
  ]
}"
142,3,"{
  ""tags"": [
    ""Attentional Capture"",
    ""Value-Based Attention"",
    ""Reward-Associated Stimuli"",
    ""Threat-Induced Selectivity""
  ]
}","{
  ""tags"": [
    ""Attentional Capture"",
    ""Value-Based Attention"",
    ""Reward-Associated Stimuli"",
    ""Threat-Induced Selectivity""
  ]
}"
143,3,"{
  ""tags"": [
    ""Reward Learning"",
    ""Value-Driven Attention"",
    ""Behavioral Approach Bias"",
    ""Inhibitory Control""
  ]
}","{
  ""tags"": [
    ""Reward Learning"",
    ""Value-Driven Attention"",
    ""Behavioral Approach Bias"",
    ""Inhibitory Control""
  ]
}"
144,3,"{
  ""tags"": [
    ""Attentional Orienting"",
    ""Location-Based Reward"",
    ""Reward Modulation"",
    ""Spatial Priority Maps""
  ]
}","{
  ""tags"": [
    ""Attentional Orienting"",
    ""Location-Based Reward"",
    ""Reward Modulation"",
    ""Spatial Priority Maps""
  ]
}"
145,3,"{
  ""tags"": [
    ""Value-Driven Attention Capture"",
    ""Reward-Associated Learning"",
    ""Task-Dependent Reinforcement"",
    ""Attentional Capture""
  ]
}","{
  ""tags"": [
    ""Value-Driven Attention Capture"",
    ""Reward-Associated Learning"",
    ""Task-Dependent Reinforcement"",
    ""Attentional Capture""
  ]
}"
146,3,"{
  ""tags"": [
    ""Reward-Associated Stimuli Capture Spatial Attention"",
    ""Value-Driven Attentional Capture"",
    ""Reward Learning and Sensory Cortex"",
    ""Spatial Selection and Value Modulation""
  ]
}","{
  ""tags"": [
    ""Reward-Associated Stimuli Capture Spatial Attention"",
    ""Value-Driven Attentional Capture"",
    ""Reward Learning and Sensory Cortex"",
    ""Spatial Selection and Value Modulation""
  ]
}"
147,3,"{
  ""tags"": [
    ""Autism Spectrum Disorder"",
    ""Value Learning"",
    ""Social Object Perception"",
    ""Gaze Contingent Eye Tracking""
  ]
}","{
  ""tags"": [
    ""Autism Spectrum Disorder"",
    ""Value Learning"",
    ""Social Object Perception"",
    ""Gaze Contingent Eye Tracking""
  ]
}"
148,3,"{
  ""tags"": [
    ""Attention and Reward Learning"",
    ""Figure Ground Segregation"",
    ""Attention and Reward History"",
    ""Reward Learning and Figure Assignment""
  ]
}","{
  ""tags"": [
    ""Attention and Reward Learning"",
    ""Figure Ground Segregation"",
    ""Attention and Reward History"",
    ""Reward Learning and Figure Assignment""
  ]
}"
149,3,"{
  ""tags"": [
    ""Reward Modulation"",
    ""Attentional Habit"",
    ""Stimulus Salience"",
    ""Outcome Devaluation""
  ]
}","{
  ""tags"": [
    ""Reward Modulation"",
    ""Attentional Habit"",
    ""Stimulus Salience"",
    ""Outcome Devaluation""
  ]
}"
150,4,"{
  ""tags"": [
    ""Risk Preferences"",
    ""Experience-Based Decision-Making"",
    ""Magnitude and Incentives"",
    ""Reversed-Reflection Effect""
  ]
}","{
  ""tags"": [
    ""Risk Preferences"",
    ""Experience-Based Decision-Making"",
    ""Magnitude and Incentives"",
    ""Reversed-Reflection Effect""
  ]
}"
151,4,"{
  ""tags"": [
    ""Social Prediction"",
    ""Reward Learning"",
    ""Neural Control"",
    ""Emotion Recognition""
  ]
}","{
  ""tags"": [
    ""Social Prediction"",
    ""Reward Learning"",
    ""Neural Control"",
    ""Emotion Recognition""
  ]
}"
152,4,"{
  ""tags"": [
    ""Right Temporoparietal Junction"",
    ""Belief-Based Learning"",
    ""Reinforcement Learning"",
    ""Neural Mechanisms""
  ]
}","{
  ""tags"": [
    ""Right Temporoparietal Junction"",
    ""Belief-Based Learning"",
    ""Reinforcement Learning"",
    ""Neural Mechanisms""
  ]
}"
153,4,"{
  ""tags"": [
    ""Reinforcement Learning"",
    ""False Beliefs"",
    ""Anterior Cingulate Cortex"",
    ""Neural Signals""
  ]
}","{
  ""tags"": [
    ""Reinforcement Learning"",
    ""False Beliefs"",
    ""Anterior Cingulate Cortex"",
    ""Neural Signals""
  ]
}"
154,4,"{
  ""tags"": [
    ""Social Value at Distance"",
    ""Identity and Welfare"",
    ""Social Discounting"",
    ""Collective Good""
  ]
}","{
  ""tags"": [
    ""Social Value at Distance"",
    ""Identity and Welfare"",
    ""Social Discounting"",
    ""Collective Good""
  ]
}"
155,4,"{
  ""tags"": [
    ""operant learning"",
    ""first impression"",
    ""outcome primacy"",
    ""reinforcement learning""
  ]
}","{
  ""tags"": [
    ""operant learning"",
    ""first impression"",
    ""outcome primacy"",
    ""reinforcement learning""
  ]
}"
156,4,"{
  ""tags"": [
    ""Dual-System Framework"",
    ""Moral Psychology"",
    ""Value Representation"",
    ""Reinforcement Learning""
  ]
}","{
  ""tags"": [
    ""Dual-System Framework"",
    ""Moral Psychology"",
    ""Value Representation"",
    ""Reinforcement Learning""
  ]
}"
157,4,"{
  ""tags"": [
    ""Risky Choice"",
    ""Effort"",
    ""Decision Making"",
    ""Cognitive Biases""
  ]
}","{
  ""tags"": [
    ""Risky Choice"",
    ""Effort"",
    ""Decision Making"",
    ""Cognitive Biases""
  ]
}"
158,4,"{
  ""tags"": [
    ""Consensus effects"",
    ""Categorization decisions"",
    ""Signal detection"",
    ""Base rates"",
    ""Incentive structure""
  ]
}","{
  ""tags"": [
    ""Consensus effects"",
    ""Categorization decisions"",
    ""Signal detection"",
    ""Base rates"",
    ""Incentive structure""
  ]
}"
159,4,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Regret"",
    ""Social Influence"",
    ""Sequential Decision Making""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Regret"",
    ""Social Influence"",
    ""Sequential Decision Making""
  ]
}"
160,4,"{
  ""tags"": [
    ""Charity Preferences"",
    ""Altruism"",
    ""Neural Response"",
    ""Decision Making""
  ]
}","{
  ""tags"": [
    ""Charity Preferences"",
    ""Altruism"",
    ""Neural Response"",
    ""Decision Making""
  ]
}"
161,4,"{
  ""tags"": [
    ""Video Game Reward Punishment"",
    ""Attentional Bias"",
    ""Prosocial Video Games"",
    ""Behavioral Learning"",
    ""General Learning Model""
  ]
}","{
  ""tags"": [
    ""Video Game Reward Punishment"",
    ""Attentional Bias"",
    ""Prosocial Video Games"",
    ""Behavioral Learning"",
    ""General Learning Model""
  ]
}"
162,4,"{
  ""tags"": [
    ""team-based experiments"",
    ""coordination dynamics"",
    ""heterogeneity"",
    ""co-evolution of decision rules""
  ]
}","{
  ""tags"": [
    ""team-based experiments"",
    ""coordination dynamics"",
    ""heterogeneity"",
    ""co-evolution of decision rules""
  ]
}"
163,4,"{
  ""tags"": [
    ""Decision-Making"",
    ""RiskyChoices"",
    ""ValueInformation"",
    ""ProbabilityIntegration""
  ]
}","{
  ""tags"": [
    ""Decision-Making"",
    ""RiskyChoices"",
    ""ValueInformation"",
    ""ProbabilityIntegration""
  ]
}"
164,4,"{
  ""tags"": [
    ""Retirement Savings"",
    ""Retirement Planning"",
    ""Behavioral Finance"",
    ""Stock Market Performance""
  ]
}","{
  ""tags"": [
    ""Retirement Savings"",
    ""Retirement Planning"",
    ""Behavioral Finance"",
    ""Stock Market Performance""
  ]
}"
165,4,"{
  ""tags"": [
    ""Investor's Intrinsic Motives"",
    ""Sequential Decision-Making"",
    ""Risk-Taking"",
    ""Word-of-Mouth""
  ]
}","{
  ""tags"": [
    ""Investor's Intrinsic Motives"",
    ""Sequential Decision-Making"",
    ""Risk-Taking"",
    ""Word-of-Mouth""
  ]
}"
166,4,"{
  ""tags"": [
    ""Autism Spectrum Disorder"",
    ""Neural Reward Responses"",
    ""Social Reinforcement"",
    ""Restricted Interests"",
    ""Neurophysiological Differences""
  ]
}","{
  ""tags"": [
    ""Autism Spectrum Disorder"",
    ""Neural Reward Responses"",
    ""Social Reinforcement"",
    ""Restricted Interests"",
    ""Neurophysiological Differences""
  ]
}"
167,4,"{
  ""tags"": [
    ""Cryptocurrency Pump-and-Dump Schemes"",
    ""Wealth Transfer"",
    ""Gambling Preferences"",
    ""Overconfidence"",
    ""Naive Reinforcement Learning""
  ]
}","{
  ""tags"": [
    ""Cryptocurrency Pump-and-Dump Schemes"",
    ""Wealth Transfer"",
    ""Gambling Preferences"",
    ""Overconfidence"",
    ""Naive Reinforcement Learning""
  ]
}"
168,4,"{
  ""tags"": [
    ""Social Learning"",
    ""Adolescence"",
    ""Neurocognitive"",
    ""Bayesian Reinforcement""
  ]
}","{
  ""tags"": [
    ""Social Learning"",
    ""Adolescence"",
    ""Neurocognitive"",
    ""Bayesian Reinforcement""
  ]
}"
169,4,"{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Trust Games"",
    ""Black Mark Reputation"",
    ""Sequential Decision Making""
  ]
}","{
  ""tags"": [
    ""Behavioral Reinforcement Learning"",
    ""Trust Games"",
    ""Black Mark Reputation"",
    ""Sequential Decision Making""
  ]
}"
